Total Awards,Award Type,Year,Institution,Campus,County,2 Digit CIP,6 Digit CIP,4 Digit CIP,State,Program Family,Program Category,Program
4,Certificate,2019-20,Jackson,Main Campus,"Madison County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
1,Certificate,2019-20,Jackson,Main Campus,"Madison County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
5,Certificate,2019-20,Jackson,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
6,Diploma,2021-22,Jackson,Main Campus,"Madison County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
1,Diploma,2021-22,Jackson,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
13,Diploma,2021-22,Jackson,Main Campus,"Madison County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
14,Diploma,2019-20,Jackson,Main Campus,"Madison County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
3,Diploma,2019-20,Jackson,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
2,Certificate,2021-22,Jackson,TCAT Jackson - Whiteville Branch Campus,"Hardeman County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
6,Diploma,2021-22,Jackson,TCAT Jackson - Whiteville Branch Campus,"Hardeman County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
2,Diploma,2021-22,Jackson,TCAT Jackson - Whiteville Branch Campus,"Hardeman County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
13,Diploma,2021-22,Knoxville,Blount Memorial Hospital,"Blount County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
3,Certificate,2021-22,Knoxville,Main Campus,"Knox County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
40,Certificate,2021-22,Knoxville,Main Campus,"Knox County, TN",51,51.3902,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Nursing Assistant/Aide and Patient Care Assistant/Aide
37,Certificate,2019-20,Knoxville,Main Campus,"Knox County, TN",51,51.3902,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Nursing Assistant/Aide and Patient Care Assistant/Aide
6,Certificate,2019-20,Knoxville,Main Campus,"Knox County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
9,Diploma,2021-22,Knoxville,Main Campus,"Knox County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
102,Diploma,2021-22,Knoxville,Main Campus,"Knox County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
86,Diploma,2019-20,Knoxville,Main Campus,"Knox County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
8,Certificate,2019-20,Livingston,Clay County High School,"Clay County, TN",51,51.9999,51.99,Tennessee,Health Professions and Related Programs,"Health Professions and Related Clinical Sciences, Other","Health Professions and Related Clinical Sciences, Other"
14,Diploma,2021-22,Livingston,Cookeville Higher Education Campus,"Putnam County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
28,Diploma,2019-20,Livingston,Cookeville Higher Education Campus,"Putnam County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
43,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
54,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
1,Certificate,2021-22,McMinnville,Main Campus,"Warren County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
1,Certificate,2021-22,McMinnville,Main Campus,"Warren County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
5,Certificate,2019-20,McMinnville,Main Campus,"Warren County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
10,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
30,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
37,Diploma,2019-20,McMinnville,Main Campus,"Warren County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
2,Diploma,2019-20,McMinnville,Main Campus,"Warren County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
1,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
5,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
10,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
4,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
10,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
5,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
11,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
6,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
14,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
6,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
3,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
10,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
1,Diploma,2019-20,Morristown,Greene Technology Center ISC,"Greene County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
13,Diploma,2021-22,Morristown,Greeneville Instructional Service Center ,"Greene County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
7,Diploma,2019-20,Morristown,Greeneville Instructional Service Center ,"Greene County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
2,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
2,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
36,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
11,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
5,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
15,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
7,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
33,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
8,Diploma,2021-22,Morristown,Newport Instructional Service Center ,"Cocke County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
9,Diploma,2019-20,Morristown,Sevierville Instructional Service Center,"Seveir County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
10,Diploma,2021-22,Morristown,Tazewell Instructional Service Center,"Claiborne County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
10,Diploma,2019-20,Morristown,Tazewell Instructional Service Center,"Claiborne County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
14,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.1012,51.1,Tennessee,Health Professions and Related Programs,,Sterile Processing Technology/Technician
4,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.1002,11.1,Tennessee,Computer and Information Sciences and Support Services,,"System, Networking, and LAN/WAN Management/Manager"
2,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
4,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
1,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
11,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.1012,51.1,Tennessee,Health Professions and Related Programs,,Sterile Processing Technology/Technician
